passage,reading_level
"This class of things appears to include corporeal nature in general, together with its extension; the shape of extended things; their quantity, that is, their size and number; as well as the place where they exist; the time through which they endure, and the like.",High
"Thus it is not improper to conclude from this that physics, astronomy, medicine, and all the other disciplines that are dependent upon the consideration of composite things are doubtful, and that, on the other hand, arithmetic, geometry, and other such disciplines, which treat of nothing but the simplest and most general things and which are indifferent as to whether these things do or do not in fact exist, contain something certain and indubitable. For whether I am awake or asleep, two plus three make five, and a square does not have more than four sides. It does not seem possible that such obvious truths should be subject to the suspicion of being false.",High
"Perhaps there are some who would rather deny so a powerful a God than believe that everything else is uncertain. Let us not oppose them; rather, let us grant that everything said here about God is fictitious. Now they suppose that I came to be what I am either by fate, or by chance, or by a connected chain of events, or by some other way. But because being deceived and being mistaken appear to be a certain imperfection, the less powerful they take the author of my origin to be, the more probable it will be that I am so imperfect that I am always deceived. I have nothing to say in response to these arguments. But eventually I am forced to admit that there is nothing among the things I once believed to be true which it is not permissible to doubt—and not out of frivolity or lack of forethought, but for valid and considered reasons. Thus I must be no less careful to withhold assent henceforth even from these beliefs than I would from those that are patently false, if I wish to find anything certain.",High
"But it is not enough simply to have realized these things; I must take steps to keep myself mindful of them. For long-standing opinions keep returning, and, almost against my will, they take advantage of my credulity, as if it were bound over to them by long use and the claims of intimacy. Nor will I ever get out of the habit of assenting to them and believing in them, so long as I take them to be exactly what they are, namely, in some respects doubtful, as has just now been shown, but nevertheless highly probable, so that it is much more consonant with reason to believe them than to deny them. Hence, it seems to me I would do well to deceive myself by turning my will in completely the opposite direction and pretend for a time that these opinions are wholly false and imaginary, until finally, as if with prejudices weighing down each side equally, no bad habit should turn my judgment any further from the correct perception of things. For indeed I know that meanwhile there is no danger or error in following this procedure, and that it is impossible for me to indulge in too much distrust, since I am now concentrating only on knowledge, not on action.",High
"Yesterday's meditation has thrown me into such doubts that I can no longer ignore them, yet I fail to see how they are to be resolved. It is as if I had suddenly fallen into a deep whirlpool; I am so tossed about 24 that I can neither touch bottom with my foot, nor swim up to the top. Nevertheless I will work my way up and will once again attempt the same path I entered upon yesterday. I will accomplish this by putting aside everything that admits of the least doubt, as if I had discovered it to be completely false. I will stay on this course until I know something certain, or, if nothing else, until I at least know for certain that nothing is certain. Archimedes sought but one firm and immovable point in order to move the entire earth from one place to another. Just so, great things are also to be hoped for if I succeed in finding just one thing, however slight, that is certain and unshaken.",High
"Therefore I suppose that everything I see is false. I believe that none of what my deceitful memory represents ever existed. I have no senses whatever. Body, shape, extension, movement, and place are all chimeras. What then will be true? Perhaps just the single fact that nothing is certain.",High
"But I do not yet understand sufficiently what I am—I, who now necessarily exist. And so from this point on, I must be careful lest I unwittingly mistake something else for myself, and thus err in that very item of knowledge that I claim to be the most certain and evident of all. Thus, I will meditate once more on what I once believed myself to be, prior to embarking upon these thoughts. For this reason, then, I will set aside whatever can be weakened even to the slightest degree by the arguments brought forward, so that eventually all that remains is precisely nothing but what is certain and unshaken.",High
"But now what am I, when I suppose that there is some supremely powerful and, if I may be permitted to say so, malicious deceiver who deliberately tries to fool me in any way he can? Can I not affirm that I possess at least a small measure of all those things which I have already said belong to the nature of the body? I focus my attention on them, I 27 think about them, I review them again, but nothing comes to mind. I am tired of repeating this to no purpose. But what about those things I ascribed to the soul? What about being nourished or moving about? Since I now do not have a body, these are surely nothing but fictions. What about sensing? Surely this too does not take place without a body; and I seemed to have sensed in my dreams many things that I later realized I did not sense. What about thinking? Here I make my discovery: thought exists; it alone cannot be separated from me. I am; I exist—this is certain. But for how long? For as long as I am thinking; for perhaps it could also come to pass that if I were to cease all thinking I would then utterly cease to exist. At this time I admit nothing that is not necessarily true. I am therefore precisely nothing but a thinking thing; that is, a mind, or intellect, or understanding, or reason—words of whose meanings I was previously ignorant. Yet I am a true thing and am truly existing; but what kind of thing? I have said it already: a thinking thing.",High
"But what then am I? A thing that thinks, What is that? A thing that doubts, understands, affirms, denies, wills, refuses, and that also imagines and senses",High
"Indeed it is no small matter if all of these things belong to me. But why should they not belong to me? Is it not the very same ""I"" who now doubts almost everything, who nevertheless understands something, who affirms that this one thing is true, who denies other things, who desires to know more, who wishes not to be deceived, who imagines many things even against my will, who also notices many things which appear to come from the senses? What is there in all of this that is not every bit as true as the fact that I exist—even if I am always asleep or even if my creator makes every effort to mislead me? Which of these things is distinct from my thought? Which of them can be said to be separate from myself? For it is so obvious that it is I who doubt, I who understand, and I who will, that there is nothing by which it could be explained more clearly. But indeed it is also the same ""I"" who imagines; for although perhaps, as I supposed before, absolutely nothing that I imagined is true, still the very power of imagining really does exist, and constitutes a part of my thought. Finally, it is this same ""I"" who senses or who is cognizant of bodily things as if through the senses. For example, I now see a light, I hear a noise, I feel heat. These things are false, since I am asleep. Yet I certainly do seem to see, hear, and feel warmth. This cannot be false. Properly speaking, this is what in me is called ""sensing."" But this, precisely so taken, is nothing other than thinking.",High
"Let us consider those things which are commonly believed to be the most distinctly grasped of all: namely the bodies we touch and see. Not bodies in general, mind you, for these general perceptions are apt to be somewhat more confused, but one body in particular. Let us take, for instance, this piece of wax. It has been taken quite recently from the honeycomb; it has not yet lost all the honey flavor. It retains some of the scent of the flowers from which it was collected. Its color, shape, and size are manifest. It is hard and cold; it is easy to touch. If you rap on it with your knuckle it will emit a sound. In short, everything is present in it that appears needed to enable a body to be known as distinctly as possible. But notice that, as I am speaking, I am bringing it close to the fire. The remaining traces of the honey flavor are disappearing; the scent is vanishing; the color is changing; the original shape is disappearing. Its size is increasing; it is becoming liquid and hot; you can hardly touch it. And now, when you rap on it, it no longer emits any sound. Does the same wax still remain? I must confess that it does; no one denies it; no one thinks otherwise. So what was there in the wax that was so distinctly grasped? Certainly none of the aspects that I reached by means of the senses. For whatever came under the senses of taste, smell, sight, touch or hearing has now changed; and yet the wax remains.",High
"But meanwhile I marvel at how prone my mind is to errors. For although I am considering these things within myself silently and without words, nevertheless I seize upon words themselves and I am nearly deceived by the ways in which people commonly speak. For we say that we see the wax itself, if it is present, and not that we judge it to be present from its color or shape. Whence I might conclude straightaway that I know the wax through the vision had by the eye, and not through an inspection on the part of the mind alone. But then were I perchance to look out my window and observe men crossing the square, I would ordinarily say I see the men themselves just as I say I see the wax. But what do I see aside from hats and clothes, which could conceal automata? Yet I judge them to be men. Thus what I thought I had seen with my eyes, I actually grasped solely with the faculty of judgment, which is in my mind.",High
"But what am I to say about this mind, that is, about myself? For as yet I admit nothing else to be in me over and above the mind. What, I ask, am I who seem to perceive this wax so distinctly? Do I not know myself not only much more truly and with greater certainty, but also much more distinctly and evidently? For if I judge that the wax exists from the fact that I see it, certainly from this same fact that I see the wax it follows much more evidently that I myself exist. For it could happen that what I see is not truly wax. It could happen that I have no eyes with which to see anything. But it is utterly impossible that, while I see or think I see (I do not now distinguish these two), I who think am not something. Likewise, if I judge that the wax exists from the fact that I touch it, the same outcome will again obtain, namely that I exist. If I judge that the wax exists from the fact that I imagine it, or for any other reason, plainly the same thing follows. But what I note regarding the wax applies to everything else that is external to me. Furthermore, if my perception of the wax seemed more distinct after it became known to me not only on account of sight or touch, but on account of many reasons, one has to admit how much more distinctly I am now known to myself. For there is not a single consideration that can aid in my perception of the wax or of any other body that fails to make even more manifest the nature of my mind. But there are still so many other things in the mind itself on the basis of which my knowledge of it can be rendered more distinct that it hardly seems worth enumerating those things which emanate to it from the body.",High
"The point which has to be considered, is the origin of this corruption in nature. Every one will admit that the philosopher, in our description of him, is a rare being. But what numberless causes tend to destroy these rare beings! There is no good thing which may not be a cause of evil—health, wealth, strength, rank, and the virtues themselves, when placed under unfavourable circumstances. For as in the animal or vegetable world the strongest seeds most need the accompaniment of good air and soil, so the best of human characters turn out the worst when they fall upon an unsuitable soil; whereas weak natures hardly ever do any considerable good or harm; they are not the stuff out of which either great criminals or great heroes are made.",High
"A clever mechanic having a soul coarse as his body, thinks that he will gain caste by becoming her suitor. For philosophy, even in her fallen estate, has a dignity of her own—and he, like a bald little blacksmith’s apprentice as he is, having made some money and got out of durance, washes and dresses himself as a bridegroom and marries his master’s daughter. What will be the issue of such marriages? Will they not be vile and bastard, devoid of truth and nature? ‘They will.’ Small, then, is the remnant of genuine philosophers; there may be a few who are citizens of small states, in which politics are not worth thinking of, or who have been detained by Theages’ bridle of ill health; for my own case of the oracular sign is almost unique, and too rare to be worth mentioning.",High
"Ours in all points but one, which was left undetermined. You may remember our saying that some living mind or witness of the legislator was needed in states. But we were afraid to enter upon a subject of such difficulty, and now the question recurs and has not grown easier:—How may philosophy be safely studied? Let us bring her into the light of day, and make an end of the inquiry.",High
"Will you say that the world is of another mind? O, my friend, do not revile the world! They will soon change their opinion if they are gently entreated, and are taught the true nature of the philosopher. Who can hate a man who loves him? Or be jealous of one who has no jealousy?",High
"What will they doubt? That the philosopher is a lover of truth, having a nature akin to the best?—and if they admit this will they still quarrel with us for making philosophers our kings? ‘They will be less disposed to quarrel.’ Let us assume then that they are pacified. Still, a person may hesitate about the probability of the son of a king being a philosopher. And we do not deny that they are very liable to be corrupted; but yet surely in the course of ages there might be one exception—and one is enough.",High
"I gained nothing by evading the troublesome questions which arose concerning women and children. I will be wiser now and acknowledge that we must go to the bottom of another question: What is to be the education of our guardians? It was agreed that they were to be lovers of their country, and were to be tested in the refiner’s fire of pleasures and pains, and those who came forth pure and remained fixed in their principles were to have honours and rewards in life and after death.",High
"You will remember, that when we spoke of the virtues mention was made of a longer road, which you were satisfied to leave unexplored. ‘Enough seemed to have been said.’ Enough, my friend; but what is enough while anything remains wanting? Of all men the guardian must not faint in the search after truth; he must be prepared to take the longer road, or he will never reach that higher region which is above the four virtues;",High
"ught our guardians then to be ignorant of this supreme principle, of which every man has a presentiment, and without which no man has any real knowledge of anything? ‘But, Socrates, what is this supreme principle, knowledge or pleasure, or what? You may think me troublesome, but I say that you have no business to be always repeating the doctrines of others instead of giving us your own.’",High
"Did you ever consider that the objects of sight imply a faculty of sight which is the most complex and costly of our senses, requiring not only objects of sense, but also a medium, which is light; without which the sight will not distinguish between colours and all will be a blank? For light is the noble bond between the perceiving faculty and the thing perceived, and the god who gives us light is the sun, who is the eye of the day, but is not to be confounded with the eye of man. This eye of the day or sun is what I call the child of the good, standing in the same relation to the visible world as the good to the intellectual.",High
"And this idea of good, like the sun, is also the cause of growth, and the author not of knowledge only, but of being, yet greater far than either in dignity and power. ‘That is a reach of thought more than human; but, pray, go on with the image, for I suspect that there is more behind.’ There is, I said; and bearing in mind our two suns or principles, imagine further their corresponding worlds—one of the visible, the other of the intelligible; you may assist your fancy by figuring the distinction under the image of a line divided into two unequal parts, and may again subdivide each part into two lesser segments representative of the stages of knowledge in either sphere.",High
"And now to those four divisions of knowledge you may assign four corresponding faculties—pure intelligence to the highest sphere; active intelligence to the second; to the third, faith; to the fourth, the perception of shadows—and the clearness of the several faculties will be in the same ratio as the truth of the objects to which they are related...",High
"Like Socrates, we may recapitulate the virtues of the philosopher. In language which seems to reach beyond the horizon of that age and country, he is described as ‘the spectator of all time and all existence.’ He has the noblest gifts of nature, and makes the highest use of them. All his desires are absorbed in the love of wisdom, which is the love of truth. None of the graces of a beautiful soul are wanting in him; neither can he fear death, or think much of human life.",High
"The eagerness of the pursuit has abated; there is more division of labour and less of comprehensive reflection upon nature and human life as a whole; more of exact observation and less of anticipation and inspiration. Still, in the altered conditions of knowledge, the parallel is not wholly lost; and there may be a use in translating the conception of Plato into the language of our own age.",High
"He is aware of the importance of ‘classifying according to nature,’ and will try to ‘separate the limbs of science without breaking them’ (Phaedr.). There is no part of truth, whether great or small, which he will dishonour; and in the least things he will discern the greatest (Parmen.).",High
"He is aware that mathematical studies are preliminary to almost every other; at the same time, he will not reduce all varieties of knowledge to the type of mathematics. He too must have a nobility of character, without which genius loses the better half of greatness. Regarding the world as a point in immensity, and each individual as a link in a never-ending chain of existence, he will not think much of his own life, or be greatly afraid of death.",High
"The uselessness of philosophers is explained by the circumstance that mankind will not use them. The world in all ages has been divided between contempt and fear of those who employ the power of ideas and know no other weapons. Concerning the false philosopher, Socrates argues that the best is most liable to corruption; and that the finer nature is more likely to suffer from alien conditions.",High
"He can assume the disguise of virtue or disinterestedness without having them, or veil personal enmity in the language of patriotism and philosophy,—he can say the word which all men are thinking, he has an insight which is terrible into the follies and weaknesses of his fellow-men. An Alcibiades, a Mirabeau, or a Napoleon the First, are born either to be the authors of great evils in states, or ‘of great good, when they are drawn in that direction.’",High
"And while weaker or coarser characters will extract good out of evil, say in a corrupt state of the church or of society, and live on happily, allowing the evil to remain, the finer or stronger natures may be crushed or spoiled by surrounding influences—may become misanthrope and philanthrope by turns; or in a few instances, like the founders of the monastic orders, or the Reformers, owing to some peculiarity in themselves or in their age, may break away entirely from the world and from the church, sometimes into great good, sometimes into great evil, sometimes into both. And the same holds in the lesser sphere of a convent, a school, a family.",High
"In the latter part of the sixth book, three questions have to be considered: 1st, the nature of the longer and more circuitous way, which is contrasted with the shorter and more imperfect method of Book IV; 2nd, the heavenly pattern or idea of the state; 3rd, the relation of the divisions of knowledge to one another and to the corresponding faculties of the soul:",High
"Anticipations or divinations, or prophetic glimpses of truths whether concerning man or nature, seem to stand in the same relation to ancient philosophy which hypotheses bear to modern inductive science. These ‘guesses at truth’ were not made at random; they arose from a superficial impression of uniformities and first principles in nature which the genius of the Greek, contemplating the expanse of heaven and earth, seemed to recognize in the distance. Nor can we deny that in ancient times knowledge must have stood still, and the human mind been deprived of the very instruments of thought, if philosophy had been strictly confined to the results of experience.",High
"For metaphysical and moral philosophy has no connexion with mathematics; number and figure are the abstractions of time and space, not the expressions of purely intellectual conceptions. When divested of metaphor, a straight line or a square has no more to do with right and justice than a crooked line with vice. The figurative association was mistaken for a real one; and thus the three latter divisions of the Platonic proportion were constructed.",High
"To this self-evidencing knowledge of the whole the faculty of mind is supposed to correspond. But there is a knowledge of the understanding which is incomplete and in motion always, because unable to rest in the subordinate ideas. Those ideas are called both images and hypotheses—images because they are clothed in sense, hypotheses because they are assumptions only, until they are brought into connexion with the idea of good.",High
"Yet a few more words may be added, on the old theme, which was so oft discussed in the Socratic circle, of which we, like Glaucon and Adeimantus, would fain, if possible, have a clearer notion. Like them, we are dissatisfied when we are told that the idea of good can only be revealed to a student of the mathematical sciences, and we are inclined to think that neither we nor they could have been led along that path to any satisfactory goal.",High
"It was the universal reason divested of a human personality. It was the life as well as the light of the world, all knowledge and all power were comprehended in it. The way to it was through the mathematical sciences, and these too were dependent on it. To ask whether God was the maker of it, or made by it, would be like asking whether God could be conceived apart from goodness, or goodness apart from God. The God of the Timaeus is not really at variance with the idea of good; they are aspects of the same, differing only as the personal from the impersonal, or the masculine from the neuter, the one being the expression or language of mythology, the other of philosophy.",High
"It is remarkable that although Plato speaks of the idea of good as the first principle of truth and being, it is nowhere mentioned in his writings except in this passage. Nor did it retain any hold upon the minds of his disciples in a later generation; it was probably unintelligible to them. Nor does the mention of it in Aristotle appear to have any reference to this or any other passage in his extant writings.",High
"Still more remarkable are the corresponding portraits of individuals: there is the family picture of the father and mother and the old servant of the timocratical man, and the outward respectability and inherent meanness of the oligarchical; the uncontrolled licence and freedom of the democrat, in which the young Alcibiades seems to be depicted, doing right or wrong as he pleases, and who at last, like the prodigal, goes into a far country (note here the play of language by which the democratic man is himself represented under the image of a State having a citadel and receiving embassies); and there is the wild-beast nature, which breaks loose in his successor.",High
"If the people yield, well and good, but, if they resist, then, as before he beat his father and mother, so now he beats his fatherland and motherland, and places his mercenaries over them. Such men in their early days live with flatterers, and they themselves flatter others, in order to gain their ends; but they soon discard their followers when they have no longer any need of them; they are always either masters or servants,—the joys of friendship are unknown to them. And they are utterly treacherous and unjust, if the nature of justice be at all understood by us.",High
"This is our first proof. The second is derived from the three kinds of pleasure, which answer to the three elements of the soul—reason, passion, desire; under which last is comprehended avarice as well as sensual appetite, while passion includes ambition, party-feeling, love of reputation. Reason, again, is solely directed to the attainment of truth, and careless of money and reputation.",High
"Twice has the just man overthrown the unjust—once more, as in an Olympian contest, first offering up a prayer to the saviour Zeus, let him try a fall. A wise man whispers to me that the pleasures of the wise are true and pure; all others are a shadow only. Let us examine this: Is not pleasure opposed to pain, and is there not a mean state which is neither? When a man is sick, nothing is more pleasant to him than health. But this he never found out while he was well.",High
"The same may be said of the passionate element:—the desires of the ambitious soul, as well as of the covetous, have an inferior satisfaction. Only when under the guidance of reason do either of the other principles do their own business or attain the pleasure which is natural to them.",High
"And now let us enquire, what is the faculty in man which answers to imitation. Allow me to explain my meaning: Objects are differently seen when in the water and when out of the water, when near and when at a distance; and the painter or juggler makes use of this variation to impose upon us. And the art of measuring and weighing and calculating comes in to save our bewildered minds from the power of appearance; for, as we were saying, two contrary opinions of the same about the same and at the same time, cannot both of them be true.",High
"And yet the rewards of virtue are greater far than I have described. ‘And can we conceive things greater still?’ Not, perhaps, in this brief span of life: but should an immortal being care about anything short of eternity? ‘I do not understand what you mean?’ Do you not know that the soul is immortal? ‘Surely you are not prepared to prove that?’ Indeed I am. ‘Then let me hear this argument, of which you make so light.’",High
"Is not honesty the best policy? The clever rogue makes a great start at first, but breaks down before he reaches the goal, and slinks away in dishonour; whereas the true runner perseveres to the end, and receives the prize. And you must allow me to repeat all the blessings which you attributed to the fortunate unjust—they bear rule in the city, they marry and give in marriage to whom they will; and the evils which you attributed to the unfortunate just, do really fall in the end on the unjust, although, as you implied, their sufferings are better veiled in silence.",High
"Thus, Glaucon, the tale has been saved, and will be our salvation, if we believe that the soul is immortal, and hold fast to the heavenly way of Justice and Knowledge. So shall we pass undefiled over the river of Forgetfulness, and be dear to ourselves and to the Gods, and have a crown of reward and happiness both in this world and also in the millennial pilgrimage of the other.",High
"Plato does not seriously intend to expel poets from life and society. But he feels strongly the unreality of their writings; he is protesting against the degeneracy of poetry in his own day as we might protest against the want of serious purpose in modern fiction, against the unseemliness or extravagance of some of our poets or novelists, against the time-serving of preachers or public writers, against the regardlessness of truth which to the eye of the philosopher seems to characterize the greater part of the world.",High
"The argument for immortality seems to rest on the absolute dualism of soul and body. Admitting the existence of the soul, we know of no force which is able to put an end to her. Vice is her own proper evil; and if she cannot be destroyed by that, she cannot be destroyed by any other. Yet Plato has acknowledged that the soul may be so overgrown by the incrustations of earth as to lose her original form; and in the Timaeus he recognizes more strongly than in the Republic the influence which the body has over the mind, denying even the voluntariness of human actions, on the ground that they proceed from physical states (Tim.).",High
"Recent enquirers have indeed arrived at the conclusion that among primitive tribes there existed a community of wives as of property, and that the captive taken by the spear was the only wife or slave whom any man was permitted to call his own. The partial existence of such customs among some of the lower races of man, and the survival of peculiar ceremonies in the marriages of some civilized nations, are thought to furnish a proof of similar institutions having been once universal.",High
"To the doubts and queries raised by these ‘social reformers’ respecting the relation of the sexes and the moral nature of man, there is a sufficient answer, if any is needed. The difference about them and us is really one of fact. They are speaking of man as they wish or fancy him to be, but we are speaking of him as he is. They isolate the animal part of his nature; we regard him as a creature having many sides, or aspects, moving between good and evil, striving to rise above himself and to become ‘a little lower than the angels.’",High
"Still, through this fallacious medium, a real enlargement of ideas is attained. When the virtues as yet presented no distinct conception to the mind, a great advance was made by the comparison of them with the arts; for virtue is partly art, and has an outward form as well as an inward principle.",High
"A faint allusion to the doctrine of reminiscence occurs in the Tenth Book; but Plato’s views of education have no more real connection with a previous state of existence than our own; he only proposes to elicit from the mind that which is there already. Education is represented by him, not as the filling of a vessel, but as the turning the eye of the soul towards the light.",High
"The lusts and treacheries of the gods are to be banished; the terrors of the world below are to be dispelled; the misbehaviour of the Homeric heroes is not to be a model for youth. But there is another strain heard in Homer which may teach our youth endurance; and something may be learnt in medicine from the simple practice of the Homeric age. The principles on which religion is to be based are two only: first, that God is true; secondly, that he is good. Modern and Christian writers have often fallen short of these; they can hardly be said to have gone beyond them.",High
"The second stage of education is gymnastic, which answers to the period of muscular growth and development. The simplicity which is enforced in music is extended to gymnastic; Plato is aware that the training of the body may be inconsistent with the training of the mind, and that bodily exercise may be easily overdone.",High
"But if he fails to recognize the true limits of mathematics, he also reaches a point beyond them; in his view, ideas of number become secondary to a higher conception of knowledge. The dialectician is as much above the mathematician as the mathematician is above the ordinary man. The one, the self-proving, the good which is the higher sphere of dialectic, is the perfect truth to which all things ascend, and in which they finally repose.",High
"We who know how many more men of business there are in the world than real students or thinkers, are not equally sanguine. The education which he proposes for his citizens is really the ideal life of the philosopher or man of genius, interrupted, but only for a time, by practical duties,—a life not for the many, but for the few.",High
"We remark with surprise that the progress of nations or the natural growth of institutions which fill modern treatises on political philosophy seem hardly ever to have attracted the attention of Plato and Aristotle. The ancients were familiar with the mutability of human affairs; they could moralize over the ruins of cities and the fall of empires (Plato, Statesman, and Sulpicius’ Letter to Cicero); by them fate and chance were deemed to be real powers, almost persons, and to have had a great share in political events. The wiser of them like Thucydides believed that ‘what had been would be again,’ and that a tolerable idea of the future could be gathered from the past. Also they had dreams of a Golden Age which existed once upon a time and might still exist in some unknown land, or might return again in the remote future. ",High
"Passing from speculations to facts, we observe that progress has been the exception rather than the law of human history. And therefore we are not surprised to find that the idea of progress is of modern rather than of ancient date; and, like the idea of a philosophy of history, is not more than a century or two old.",High
"Two other ideals, which never appeared above the horizon in Greek Philosophy, float before the minds of men in our own day: one seen more clearly than formerly, as though each year and each generation brought us nearer to some great change; the other almost in the same degree retiring from view behind the laws of nature, as if oppressed by them, but still remaining a silent hope of we know not what hidden in the heart of man.",High
"Accordingly we went with Polemarchus to his house; and there we found his brothers Lysias and Euthydemus, and with them Thrasymachus the Chalcedonian, Charmantides the Paeanian, and Cleitophon the son of Aristonymus. There too was Cephalus the father of Polemarchus, whom I had not seen for a long time, and I thought him very much aged. He was seated on a cushioned chair, and had a garland on his head, for he had been sacrificing in the court; and there were some other chairs in the room arranged in a semicircle, upon which we sat down by him.",High
"That was why I asked you the question, I replied, because I see that you are indifferent about money, which is a characteristic rather of those who have inherited their fortunes than of those who have acquired them; the makers of fortunes have a second love of money as a creation of their own, resembling the affection of authors for their own poems, or of parents for their children, besides that natural love of it for the sake of use and profit which is common to them and all men. And hence they are very bad company, for they can talk about nothing but the praises of wealth.",High
"He roared out to the whole company: What folly, Socrates, has taken possession of you all? And why, sillybillies, do you knock under to one another? I say that if you want really to know what justice is, you should not only ask but answer, and you should not seek honour to yourself from the refutation of an opponent, but have your own answer; for there is many a one who can ask and cannot answer. And now I will not have you say that justice is duty or advantage or profit or gain or interest, for this sort of nonsense will not do for me; I must have clearness and accuracy.",High
"You argue like an informer, Socrates. Do you mean, for example, that he who is mistaken about the sick is a physician in that he is mistaken? or that he who errs in arithmetic or grammar is an arithmetician or grammarian at the time when he is making the mistake, in respect of the mistake? True, we say that the physician or arithmetician or grammarian has made a mistake, but this is only a way of speaking; for the fact is that neither the grammarian nor any other person of skill ever makes a mistake in so far as he is what his name implies; they none of them err unless their skill fails them, and then they cease to be skilled artists.",High
"Having kept a sharp eye on philosophers, and having read between their lines long enough, I now say to myself that the greater part of conscious thinking must be counted among the instinctive functions, and it is so even in the case of philosophical thinking; one has here to learn anew, as one learned anew about heredity and ""innateness."" As little as the act of birth comes into consideration in the whole process and procedure of heredity, just as little is ""being-conscious"" OPPOSED to the instinctive in any decisive sense; the greater part of the conscious thinking of a philosopher is secretly influenced by his instincts, and forced into definite channels.",High
"The spectacle of the Tartuffery of old Kant, equally stiff and decent, with which he entices us into the dialectic by-ways that lead (more correctly mislead) to his ""categorical imperative""—makes us fastidious ones smile, we who find no small amusement in spying out the subtle tricks of old moralists and ethical preachers. Or, still more so, the hocus-pocus in mathematical form, by means of which Spinoza has, as it were, clad his philosophy in mail and mask—in fact, the ""love of HIS wisdom,"" to translate the term fairly and squarely—in order thereby to strike terror at once into the heart of the assailant who should dare to cast a glance on that invincible maiden, that Pallas Athene:—how much of personal timidity and vulnerability does this masquerade of a sickly recluse betray!",High
"The actual ""interests"" of the scholar, therefore, are generally in quite another direction—in the family, perhaps, or in money-making, or in politics; it is, in fact, almost indifferent at what point of research his little machine is placed, and whether the hopeful young worker becomes a good philologist, a mushroom specialist, or a chemist; he is not CHARACTERISED by becoming this or that. In the philosopher, on the contrary, there is absolutely nothing impersonal; and above all, his morality furnishes a decided and decisive testimony as to WHO HE IS,—that is to say, in what order the deepest impulses of his nature stand to each other.",High
"It seems to me that there is everywhere an attempt at present to divert attention from the actual influence which Kant exercised on German philosophy, and especially to ignore prudently the value which he set upon himself. Kant was first and foremost proud of his Table of Categories; with it in his hand he said: ""This is the most difficult thing that could ever be undertaken on behalf of metaphysics."" Let us only understand this ""could be""! He was proud of having DISCOVERED a new faculty in man, the faculty of synthetic judgment a priori. Granting that he deceived himself in this matter; the development and rapid flourishing of German philosophy depended nevertheless on his pride, and on the eager rivalry of the younger generation to discover if possible something—at all events ""new faculties""—of which to be still prouder!—But let us reflect for a moment—it is high time to do so.",High
"Psychologists should bethink themselves before putting down the instinct of self-preservation as the cardinal instinct of an organic being. A living thing seeks above all to DISCHARGE its strength—life itself is WILL TO POWER; self-preservation is only one of the indirect and most frequent RESULTS thereof. In short, here, as everywhere else, let us beware of SUPERFLUOUS teleological principles!—one of which is the instinct of self-preservation (we owe it to Spinoza's inconsistency). It is thus, in effect, that method ordains, which must be essentially economy of principles.",High
"To study physiology with a clear conscience, one must insist on the fact that the sense-organs are not phenomena in the sense of the idealistic philosophy; as such they certainly could not be causes! Sensualism, therefore, at least as regulative hypothesis, if not as heuristic principle. What? And others say even that the external world is the work of our organs? But then our body, as a part of this external world, would be the work of our organs! But then our organs themselves would be the work of our organs! It seems to me that this is a complete REDUCTIO AD ABSURDUM, if the conception CAUSA SUI is something fundamentally absurd. Consequently, the external world is NOT the work of our organs—?",High
"That the separate philosophical ideas are not anything optional or autonomously evolving, but grow up in connection and relationship with each other, that, however suddenly and arbitrarily they seem to appear in the history of thought, they nevertheless belong just as much to a system as the collective members of the fauna of a Continent—is betrayed in the end by the circumstance: how unfailingly the most diverse philosophers always fill in again a definite fundamental scheme of POSSIBLE philosophies. Under an invisible spell, they always revolve once more in the same orbit, however independent of each other they may feel themselves with their critical or systematic wills, something within them leads them, something impels them in definite order the one after the other—to wit, the innate methodology and relationship of their ideas.",High
"If any one should find out in this manner the crass stupidity of the celebrated conception of ""free will"" and put it out of his head altogether, I beg of him to carry his ""enlightenment"" a step further, and also put out of his head the contrary of this monstrous conception of ""free will"": I mean ""non-free will,"" which is tantamount to a misuse of cause and effect. One should not wrongly MATERIALISE ""cause"" and ""effect,"" as the natural philosophers do (and whoever like them naturalize in thinking at present), according to the prevailing mechanical doltishness which makes the cause press and push until it ""effects"" its end; one should use ""cause"" and ""effect"" only as pure CONCEPTIONS, that is to say, as conventional fictions for the purpose of designation and mutual understanding,—NOT for explanation.",High
"Let me be pardoned, as an old philologist who cannot desist from the mischief of putting his finger on bad modes of interpretation, but ""Nature's conformity to law,"" of which you physicists talk so proudly, as though—why, it exists only owing to your interpretation and bad ""philology."" It is no matter of fact, no ""text,"" but rather just a naively humanitarian adjustment and perversion of meaning, with which you make abundant concessions to the democratic instincts of the modern soul! ""Everywhere equality before the law—Nature is not different in that respect, nor better than we"": a fine instance of secret motive, in which the vulgar antagonism to everything privileged and autocratic—likewise a second and more refined atheism—is once more disguised.",High
"On the other hand, if one has once drifted hither with one's bark, well! very good! now let us set our teeth firmly! let us open our eyes and keep our hand fast on the helm! We sail away right OVER morality, we crush out, we destroy perhaps the remains of our own morality by daring to make our voyage thither—but what do WE matter. Never yet did a PROFOUNDER world of insight reveal itself to daring travelers and adventurers, and the psychologist who thus ""makes a sacrifice""—it is not the sacrifizio dell' intelletto, on the contrary!—will at least be entitled to demand in return that psychology shall once more be recognized as the queen of the sciences, for whose service and equipment the other sciences exist. For psychology is once more the path to the fundamental problems.",High
