passage,reading_level
"“Well,” says the younger brother, “but your neighbours, as you call them, may be even with you, for beauty will steal a husband sometimes in spite of money, and when the maid chances to be handsomer than the mistress, she oftentimes makes as good a market, and rides in a coach before her.”",High
"However, nothing else passed at that time; it was but a surprise, and when he was gone I soon recovered myself again. He had stayed longer with me, but he happened to look out at the window and see his sisters coming up the garden, so he took his leave, kissed me again, told me he was very serious, and I should hear more of him very quickly, and away he went, leaving me infinitely pleased, though surprised; and had there not been one misfortune in it, I had been in the right, but the mistake lay here, that Mrs. Betty was in earnest and the gentleman was not.",High
"However, as it were, tired with that kind of work, we sat down, and there he talked with me a great while; he said he was charmed with me, and that he could not rest night or day till he had told me how he was in love with me, and, if I was able to love him again, and would make him happy, I should be the saving of his life, and many such fine things. I said little to him again, but easily discovered that I was a fool, and that I did not in the least perceive what he meant.",High
"However, though he took these freedoms with me, it did not go to that which they call the last favour, which, to do him justice, he did not attempt; and he made that self-denial of his a plea for all his freedoms with me upon other occasions after this. When this was over, he stayed but a little while, but he put almost a handful of gold in my hand, and left me, making a thousand protestations of his passion for me, and of his loving me above all the women in the world.",High
"In the meantime, however, I was cunning enough not to give the least room to any in the family to suspect me, or to imagine that I had the least correspondence with this young gentleman. I scarce ever looked towards him in public, or answered if he spoke to me when anybody was near us; but for all that, we had every now and then a little encounter, where we had room for a word or two, and now and then a kiss, but no fair opportunity for the mischief intended; and especially considering that he made more circumlocution than, if he had known my thoughts, he had occasion for; and the work appearing difficult to him, he really made it so.",High
"When he had given me my errands, he told them a long story of a visit he was going to make to a family they all knew, and where was to be such-and-such gentlemen, and how merry they were to be, and very formally asks his sisters to go with him, and they as formally excused themselves, because of company that they had notice was to come and visit them that afternoon; which, by the way, he had contrived on purpose.",High
"When we were together he began to talk very gravely to me, and to tell me he did not bring me there to betray me; that his passion for me would not suffer him to abuse me; that he resolved to marry me as soon as he came to his estate; that in the meantime, if I would grant his request, he would maintain me very honourably; and made me a thousand protestations of his sincerity and of his affection to me; and that he would never abandon me, and as I may say, made a thousand more preambles than he need to have done.",High
"But before this half-year was expired, his younger brother, of whom I have made some mention in the beginning of the story, falls to work with me; and he, finding me alone in the garden one evening, begins a story of the same kind to me, made good honest professions of being in love with me, and in short, proposes fairly and honourably to marry me, and that before he made any other offer to me at all.",High
"Upon serious consideration, for indeed now I began to consider things very seriously, and never till now; I say, upon serious consideration, I resolved to tell him of it first; and it was not long before I had an opportunity, for the very next day his brother went to London upon some business, and the family being out a-visiting, just as it had happened before, and as indeed was often the case, he came according to his custom, to spend an hour or two with Mrs. Betty.",High
"“This is a mystery I cannot understand,” says I, “or how it should be to my satisfaction that I am to be turned out of doors; for if our correspondence is not discovered, I know not what else I have done to change the countenances of the whole family to me, or to have them treat me as they do now, who formerly used me with so much tenderness, as if I had been one of their own children.”",High
"This discourse surprised him indeed very much. He told me that it was a critical point indeed for me to manage, and he did not see which way I should get out of it; but he would consider it, and let me know next time we met, what resolution he was come to about it; and in the meantime desired I would not give my consent to his brother, nor yet give him a flat denial, but that I would hold him in suspense a while.",High
"He continued perfectly calm, notwithstanding all my reproaches, and I was not sparing of them at all; but he replied at last, “My dear, I have not broken one promise with you yet; I did tell you I would marry you when I was come to my estate; but you see my father is a hale, healthy man, and may live these thirty years still, and not be older than several are round us in town; and you never proposed my marrying you sooner, because you knew it might be my ruin; and as to all the rest, I have not failed you in anything, you have wanted for nothing.”",High
"I guessed at his question presently, namely, whether I was sure I was not with child? As to that, I told him he need not be concerned about it, for I was not with child. “Why, then, my dear,” says he, “we have no time to talk further now. Consider of it, and think closely about it; I cannot but be of the opinion still, that it will be the best course you can take.” And with this he took his leave, and the more hastily too, his mother and sisters ringing at the gate, just at the moment that he had risen up to go.",High
"They had on this occasion a squabble one day about me at table, that had like to have put the whole family in an uproar, and for some time did so. They happened to be all at table but the father; as for me, I was ill, and in my chamber. At the beginning of the talk, which was just as they had finished their dinner, the old gentlewoman, who had sent me somewhat to eat, called her maid to go up and ask me if I would have any more; but the maid brought down word I had not eaten half what she had sent me already.",High
"“But prithee, son,” adds she, “since you tell me that you could not make her believe you were in earnest, what must we believe about it? For you ramble so in your discourse, that nobody knows whether you are in earnest or in jest; but as I find the girl, by your own confession, has answered truly, I wish you would do so too, and tell me seriously, so that I may depend upon it. Is there anything in it or no? Are you in earnest or no? Are you distracted, indeed, or are you not? ’Tis a weighty question, and I wish you would make us easy about it.”",High
"He talked a lot of rambling stuff to his sister and to me, sometimes of one thing, sometimes of another, on purpose to amuse his sister, and every now and then would turn it upon the old story, directing it to me. “Poor Mrs. Betty,” says he, “it is a sad thing to be in love; why, it has reduced you sadly.” At last I spoke a little. “I am glad to see you so merry, sir,” says I; “but I think the doctor might have found something better to do than to make his game at his patients. If I had been ill of no other distemper, I know the proverb too well to have let him come to me.” “What proverb?” says he, “Oh! I remember it now. What—",High
"I added that I foresaw that as soon as I was well, I must quit the family, and that as for marrying his brother, I abhorred the thoughts of it after what had been my case with him, and that he might depend upon it I would never see his brother again upon that subject; that if he would break all his vows and oaths and engagements with me, be that between his conscience and his honour and himself; but he should never be able to say that I, whom he had persuaded to call myself his wife, and who had given him the liberty to use me as a wife, was not as faithful to him as a wife ought to be, whatever he might be to me.",High
"“And is this possible, Mrs. Betty?” says the old lady. “Then you have been much juster to us than we have been to you; for we have all looked upon you as a kind of snare to my son, and I had a proposal to make to you for your removing, for fear of it; but I had not yet mentioned it to you, because I thought you were not thorough well, and I was afraid of grieving you too much, lest it should throw you down again; for we have all a respect for you still, though not so much as to have it be the ruin of my son; but if it be as you say, we have all wronged you very much.”",High
"Here the sisters put in. “Madam,” says the second sister, “’tis impossible to be serious with him; he will never give a direct answer to anything; you had better let him alone, and talk no more of it to him; you know how to dispose of her out of his way if you thought there was anything in it.” Robin was a little warmed with his sister’s rudeness, but he was even with her, and yet with good manners too. “There are two sorts of people, madam,” says he, turning to his mother, “that there is no contending with; that is, a wise body and a fool; ’tis a little hard I should engage with both of them together.”",High
"All this was dreadful to me, for the mother began to yield, and Robin pressed her home on it. On the other hand, she advised with the eldest son, and he used all the arguments in the world to persuade her to consent; alleging his brother’s passionate love for me, and my generous regard to the family, in refusing my own advantages upon such a nice point of honour, and a thousand such things. And as to the father, he was a man in a hurry of public affairs and getting money, seldom at home, thoughtful of the main chance, but left all those things to his wife.",High
"He spoke this in so much more moving terms than it is possible for me to express, and with so much greater force of argument than I can repeat, that I only recommend it to those who read the story, to suppose, that as he held me above an hour and a half in that discourse, so he answered all my objections, and fortified his discourse with all the arguments that human wit and art could devise.",High
"Then he cajoled with his brother, and persuaded him what service he had done him, and how he had brought his mother to consent, which, though true, was not indeed done to serve him, but to serve himself; but thus diligently did he cheat him, and had the thanks of a faithful friend for shifting off his whore into his brother’s arms for a wife. So certainly does interest banish all manner of affection, and so naturally do men give up honour and justice, humanity, and even Christianity, to secure themselves.",High
"I loved the company, indeed, of men of mirth and wit, men of gallantry and figure, and was often entertained with such, as I was also with others; but I found by just observation, that the brightest men came upon the dullest errand—that is to say, the dullest as to what I aimed at. On the other hand, those who came with the best proposals were the dullest and most disagreeable part of the world. I was not averse to a tradesman, but then I would have a tradesman, forsooth, that was something of a gentleman too; that when my husband had a mind to carry me to the court, or to the play, he might become a sword, and look as like a gentleman as another man; and not be one that had the mark of his apron-strings upon his coat, or the mark of his hat upon his periwig; that should look as if he was set on to his sword, when his sword was put on to him, and that carried his trade in his countenance.",High
"As I had put this into her head, she came most readily into it. Immediately she went to work to find instruments, and she had very little difficulty in the search, for telling her story in general to a couple of gossips in the neighbourhood, it was the chat of the tea-table all over that part of the town, and I met with it wherever I visited; also, as it was known that I was acquainted with the young lady herself, my opinion was asked very often, and I confirmed it with all the necessary aggravations, and set out his character in the blackest colours; but then as a piece of secret intelligence, I added, as what the other gossips knew nothing of, viz.",High
"She brought him by these tricks to submit to all possible measures to satisfy her, as well of his circumstances as of his behaviour. He brought her undeniable evidence of his having paid for his part of the ship; he brought her certificates from his owners, that the report of their intending to remove him from the command of the ship and put his chief mate in was false and groundless; in short, he was quite the reverse of what he was before.",High
"It was enough to him to obtain her for a wife. As to what she had, she told him plainly, that as he knew her circumstances, it was but just she should know his; and though at the same time he had only known her circumstances by common fame, yet he had made so many protestations of his passion for her, that he could ask no more but her hand to his grand request, and the like ramble according to the custom of lovers. In short, he left himself no room to ask any more questions about her estate, and she took the advantage of it like a prudent woman, for she placed part of her fortune so in trustees, without letting him know anything of it, that it was quite out of his reach, and made him be very well content with the rest.",High
"Besides, though I jested with him (as he supposed it) so often about my poverty, yet, when he found it to be true, he had foreclosed all manner of objection, seeing, whether he was in jest or in earnest, he had declared he took me without any regard to my portion, and, whether I was in jest or in earnest, I had declared myself to be very poor; so that, in a word, I had him fast both ways; and though he might say afterwards he was cheated, yet he could never say that I had cheated him.",High
"When we were married, I was shrewdly put to it to bring him that little stock I had, and to let him see it was no more; but there was a necessity for it, so I took my opportunity one day when we were alone, to enter into a short dialogue with him about it. “My dear,” said I, “we have been married a fortnight; is it not time to let you know whether you have got a wife with something or with nothing?” “Your own time for that, my dear,” says he; “I am satisfied that I have got the wife I love; I have not troubled you much,” says he, “with my inquiry after it.”",High
"He was so obliged by the manner, and so pleased with the sum, for he had been in a terrible fright lest it had been nothing at all, that he accepted it very thankfully. And thus I got over the fraud of passing for a fortune without money, and cheating a man into marrying me on pretence of a fortune; which, by the way, I take to be one of the most dangerous steps a woman can take, and in which she runs the most hazard of being ill-used afterwards.",High
"We lived here all together, my mother-in-law, at my entreaty, continuing in the house, for she was too kind a mother to be parted with; my husband likewise continued the same as at first, and I thought myself the happiest creature alive, when an odd and surprising event put an end to all that felicity in a moment, and rendered my condition the most uncomfortable, if not the most miserable, in the world.",High
"She was going on with that part of the story, when her own part in it interrupted her, and with a great deal of good-humoured confidence she told me she was one of the second sort of inhabitants herself; that she came away openly, having ventured too far in a particular case, so that she was become a criminal. “And here’s the mark of it, child,” says she; and, pulling off her glove, “look ye here,” says she, turning up the palm of her hand, and showed me a very fine white arm and hand, but branded in the inside of the hand, as in such cases it must be.",High
"It was impossible to make any judgment, or give any guess at what temper he would receive it in, or what measures he would take upon it; and if he should have so little government of himself as to make it public, we easily foresaw that it would be the ruin of the whole family, and expose my mother and me to the last degree; and if at last he should take the advantage the law would give him, he might put me away with disdain and leave me to sue for the little portion that I had, and perhaps waste it all in the suit, and then be a beggar; the children would be ruined too, having no legal claim to any of his effects; and thus I should see him, perhaps, in the arms of another wife in a few months, and be myself the most miserable creature alive.",High
"At last I resolved on a desperate course, and told my mother my resolution, viz. that, in short, I would tell him of it myself. My mother was frighted to the last degree at the very thoughts of it; but I bid her be easy, told her I would do it gradually and softly, and with all the art and good-humour I was mistress of, and time it also as well as I could, taking him in good-humour too. I told her I did not question but, if I could be hypocrite enough to feign more affection to him than I really had, I should succeed in all my design, and we might part by consent, and with a good agreement, for I might live him well enough for a brother, though I could not for a husband.",High
"This was the most provoking thing he could have said to me, for I really wanted his further importunities, that I might be prevailed with to bring out that which indeed it was like death to me to conceal; so I answered him plainly that I could not say I was glad not to be importuned, thought I could not tell how to comply. “But come, my dear,” said I, “what conditions will you make with me upon the opening this affair to you?”",High
"But things were not come to their height with him, and I observed he became pensive and melancholy; and in a word, as I thought, a little distempered in his head. I endeavoured to talk him into temper, and to reason him into a kind of scheme for our government in the affair, and sometimes he would be well, and talk with some courage about it; but the weight of it lay too heavy upon his thoughts, and, in short, it went so far that he made attempts upon himself, and in one of them had actually strangled himself and had not his mother come into the room in the very moment, he had died; but with the help of a Negro servant she cut him down and recovered him.",High
"The living in this manner with him, and his with me, was certainly the most undesigned thing in the world; he often protested to me, that when he became first acquainted with me, and even to the very night when we first broke in upon our rules, he never had the least design of lying with me; that he always had a sincere affection for me, but not the least real inclination to do what he had done. I assured him I never suspected him; that if I had I should not so easily have yielded to the freedom which brought it on, but that it was all a surprise, and was owing to the accident of our having yielded too far to our mutual inclinations that night; and indeed I have often observed since, and leave it as a caution to the readers of this story, that we ought to be cautious of gratifying our inclinations in loose and lewd freedoms, lest we find our resolutions of virtue fail us in the junction when their assistance should be most necessary.",High
"It is true that sick-beds are the time when such correspondences as this are looked on with different countenances, and seen with other eyes than we saw them with, or than they appeared with before. My lover had been at the gates of death, and at the very brink of eternity; and, it seems, had been struck with a due remorse, and with sad reflections upon his past life of gallantry and levity; and among the rest, criminal correspondence with me, which was neither more nor less than a long-continued life of adultery, and represented itself as it really was, not as it had been formerly thought by him to be, and he looked upon it now with a just and religious abhorrence.",High
"At length a new scene opened. There was in the house where I lodged a north-country woman that went for a gentlewoman, and nothing was more frequent in her discourse than her account of the cheapness of provisions, and the easy way of living in her country; how plentiful and how cheap everything was, what good company they kept, and the like; till at last I told her she almost tempted me to go and live in her country; for I that was a widow, though I had sufficient to live on, yet had no way of increasing it; and that I found I could not live here under £100 a year, unless I kept no company, no servant, made no appearance, and buried myself in privacy, as if I was obliged to it by necessity.",High
"He smiled and, standing up, with great respect saluted me. He told me he could not but take it very kindly that I had so good an opinion of him; that he would not deceive me, that he would do anything in his power to serve me, and expect no salary; but that he could not by any means accept of a trust, that it might bring him to be suspected of self-interest, and that if I should die he might have disputes with my executors, which he should be very loth to encumber himself with.",High
"He could not have said anything in the world that pleased me better; however, I knew that the way to secure him was to stand off while the thing was so remote, as it appeared to be, and that it was time enough to accept of it when he was able to perform it; so I said very respectfully to him, it was time enough to consider of these things when he was in a condition to talk of them; in the meantime, I told him, I was going a great way from him, and he would find objects enough to please him better. We broke off here for the present, and he made me promise him to come again the next day, for his resolutions upon my own business, which after some pressing I did; though had he seen farther into me, I wanted no pressing on that account.",High
"His manner was not effusive. It seldom was; but he was glad, I think, to see me. With hardly a word spoken, but with a kindly eye, he waved me to an armchair, threw across his case of cigars, and indicated a spirit case and a gasogene in the corner. Then he stood before the fire and looked me over in his singular introspective fashion.",High
"“My dear Holmes,” said I, “this is too much. You would certainly have been burned, had you lived a few centuries ago. It is true that I had a country walk on Thursday and came home in a dreadful mess, but as I have changed my clothes I can’t imagine how you deduce it. As to Mary Jane, she is incorrigible, and my wife has given her notice, but there, again, I fail to see how you work it out.”",High
"I could not help laughing at the ease with which he explained his process of deduction. “When I hear you give your reasons,” I remarked, “the thing always appears to me to be so ridiculously simple that I could easily do it myself, though at each successive instance of your reasoning I am baffled until you explain your process. And yet I believe that my eyes are as good as yours.”",High
"“Quite so! You have not observed. And yet you have seen. That is just my point. Now, I know that there are seventeen steps, because I have both seen and observed. By the way, since you are interested in these little problems, and since you are good enough to chronicle one or two of my trifling experiences, you may be interested in this.” He threw over a sheet of thick, pink-tinted notepaper which had been lying open upon the table. “It came by the last post,” said he. “Read it aloud.”",High
"A man entered who could hardly have been less than six feet six inches in height, with the chest and limbs of a Hercules. His dress was rich with a richness which would, in England, be looked upon as akin to bad taste. Heavy bands of astrakhan were slashed across the sleeves and fronts of his double-breasted coat, while the deep blue cloak which was thrown over his shoulders was lined with flame-coloured silk and secured at the neck with a brooch which consisted of a single flaming beryl. Boots which extended halfway up his calves, and which were trimmed at the tops with rich brown fur, completed the impression of barbaric opulence which was suggested by his whole appearance.",High
"“Kindly look her up in my index, Doctor,” murmured Holmes without opening his eyes. For many years he had adopted a system of docketing all paragraphs concerning men and things, so that it was difficult to name a subject or a person on which he could not at once furnish information. In this case I found her biography sandwiched in between that of a Hebrew rabbi and that of a staff-commander who had written a monograph upon the deep-sea fishes.",High
"At three o’clock precisely I was at Baker Street, but Holmes had not yet returned. The landlady informed me that he had left the house shortly after eight o’clock in the morning. I sat down beside the fire, however, with the intention of awaiting him, however long he might be. I was already deeply interested in his inquiry, for, though it was surrounded by none of the grim and strange features which were associated with the two crimes which I have already recorded, still, the nature of the case and the exalted station of his client gave it a character of its own. Indeed, apart from the nature of the investigation which my friend had on hand, there was something in his masterly grasp of a situation, and his keen, incisive reasoning, which made it a pleasure to me to study his system of work, and to follow the quick, subtle methods by which he disentangled the most inextricable mysteries.",High
"“Quite so; but the sequel was rather unusual. I will tell you, however. I left the house a little after eight o’clock this morning in the character of a groom out of work. There is a wonderful sympathy and freemasonry among horsey men. Be one of them, and you will know all that there is to know. I soon found Briony Lodge. It is a bijou villa, with a garden at the back, but built out in front right up to the road, two stories. Chubb lock to the door.",High
"“This Godfrey Norton was evidently an important factor in the matter. He was a lawyer. That sounded ominous. What was the relation between them, and what the object of his repeated visits? Was she his client, his friend, or his mistress? If the former, she had probably transferred the photograph to his keeping. If the latter, it was less likely. On the issue of this question depended whether I should continue my work at Briony Lodge, or turn my attention to the gentleman’s chambers in the Temple",High
"“Well, I found my plans very seriously menaced. It looked as if the pair might take an immediate departure, and so necessitate very prompt and energetic measures on my part. At the church door, however, they separated, he driving back to the Temple, and she to her own house. ‘I shall drive out in the park at five as usual,’ she said as she left him. I heard no more. They drove away in different directions, and I went off to make my own arrangements.”",High
"He disappeared into his bedroom and returned in a few minutes in the character of an amiable and simple-minded Nonconformist clergyman. His broad black hat, his baggy trousers, his white tie, his sympathetic smile, and general look of peering and benevolent curiosity were such as Mr. John Hare alone could have equalled. It was not merely that Holmes changed his costume. His expression, his manner, his very soul seemed to vary with every fresh part that he assumed. The stage lost a fine actor, even as science lost an acute reasoner, when he became a specialist in crime.",High
"I caught a glimpse of rushing figures, and a moment later the voice of Holmes from within assuring them that it was a false alarm. Slipping through the shouting crowd I made my way to the corner of the street, and in ten minutes was rejoiced to find my friend’s arm in mine, and to get away from the scene of uproar. He walked swiftly and in silence for some few minutes until we had turned down one of the quiet streets which lead towards the Edgeware Road.",High
"The smoke and shouting were enough to shake nerves of steel. She responded beautifully. The photograph is in a recess behind a sliding panel just above the right bell-pull. She was there in an instant, and I caught a glimpse of it as she half drew it out. When I cried out that it was a false alarm, she replaced it, glanced at the rocket, rushed from the room, and I have not seen her since. I rose, and, making my excuses, escaped from the house. I hesitated whether to attempt to secure the photograph at once; but the coachman had come in, and as he was watching me narrowly, it seemed safer to wait. A little over-precipitance may ruin all.”",High
"“You did, Doctor, but none the less you must come round to my view, for otherwise I shall keep on piling fact upon fact on you until your reason breaks down under them and acknowledges me to be right. Now, Mr. Jabez Wilson here has been good enough to call upon me this morning, and to begin a narrative which promises to be one of the most singular which I have listened to for some time. You have heard me remark that the strangest and most unique things are very often connected not with the larger but with the smaller crimes, and occasionally, indeed, where there is room for doubt whether any positive crime has been committed.",High
"I did not gain very much, however, by my inspection. Our visitor bore every mark of being an average commonplace British tradesman, obese, pompous, and slow. He wore rather baggy grey shepherd’s check trousers, a not over-clean black frock-coat, unbuttoned in the front, and a drab waistcoat with a heavy brassy Albert chain, and a square pierced bit of metal dangling down as an ornament. A frayed top-hat and a faded brown overcoat with a wrinkled velvet collar lay upon a chair beside him.",High
"“His name is Vincent Spaulding, and he’s not such a youth, either. It’s hard to say his age. I should not wish a smarter assistant, Mr. Holmes; and I know very well that he could better himself and earn twice what I am able to give him. But, after all, if he is satisfied, why should I put ideas in his head?”",High
"“‘Not so many as you might think,’ he answered. ‘You see it is really confined to Londoners, and to grown men. This American had started from London when he was young, and he wanted to do the old town a good turn. Then, again, I have heard it is no use your applying if your hair is light red, or dark red, or anything but real bright, blazing, fiery red. Now, if you cared to apply, Mr. Wilson, you would just walk in; but perhaps it would hardly be worth your while to put yourself out of the way for the sake of a few hundred pounds.’",High
"“Well, to my surprise and delight, everything was as right as possible. The table was set out ready for me, and Mr. Duncan Ross was there to see that I got fairly to work. He started me off upon the letter A, and then he left me; but he would drop in from time to time to see that all was right with me. At two o’clock he bade me good-day, complimented me upon the amount that I had written, and locked the door of the office after me.",High
"“You may place considerable confidence in Mr. Holmes, sir,” said the police agent loftily. “He has his own little methods, which are, if he won’t mind my saying so, just a little too theoretical and fantastic, but he has the makings of a detective in him. It is not too much to say that once or twice, as in that business of the Sholto murder and the Agra treasure, he has been more nearly correct than the official force.”",High
"“We have at least an hour before us,” he remarked, “for they can hardly take any steps until the good pawnbroker is safely in bed. Then they will not lose a minute, for the sooner they do their work the longer time they will have for their escape. We are at present, Doctor—as no doubt you have divined—in the cellar of the City branch of one of the principal London banks. Mr. Merryweather is the chairman of directors, and he will explain to you that there are reasons why the more daring criminals of London should take a considerable interest in this cellar at present.”",High
"“You interest me extremely,” said Holmes. “And since you draw so large a sum as a hundred a year, with what you earn into the bargain, you no doubt travel a little and indulge yourself in every way. I believe that a single lady can get on very nicely upon an income of about £ 60.”",High
"To the Leadenhall Street Post Office, to be left till called for. He said that if they were sent to the office he would be chaffed by all the other clerks about having letters from a lady, so I offered to typewrite them, like he did his, but he wouldn’t have that, for he said that when I wrote them they seemed to come from me, but when they were typewritten he always felt that the machine had come between us. That will just show you how fond he was of me, Mr. Holmes, and the little things that he would think of.”",High
"“No, that was not the point. However, I shall write two letters, which should settle the matter. One is to a firm in the City, the other is to the young lady’s stepfather, Mr. Windibank, asking him whether he could meet us here at six o’clock to-morrow evening. It is just as well that we should do business with the male relatives. And now, Doctor, we can do nothing until the answers to those letters come, so we may put our little problem upon the shelf for the interim.”",High
"“It is a curious thing,” remarked Holmes, “that a typewriter has really quite as much individuality as a man’s handwriting. Unless they are quite new, no two of them write exactly alike. Some letters get more worn than others, and some wear only on one side. Now, you remark in this note of yours, Mr. Windibank, that in every case there is some little slurring over of the ‘e,’ and a slight defect in the tail of the ‘r.’ There are fourteen other characteristics, but those are the more obvious.”",High
"Hence those vows of fidelity exacted upon a Testament, and hence also the allusions to a possibility of something happening on the very morning of the wedding. James Windibank wished Miss Sutherland to be so bound to Hosmer Angel, and so uncertain as to his fate, that for ten years to come, at any rate, she would not listen to another man. As far as the church door he brought her, and then, as he could go no farther, he conveniently vanished away by the old trick of stepping in at one door of a four-wheeler and out at the other. I think that was the chain of events, Mr. Windibank!”",High
"“There is nothing more deceptive than an obvious fact,” he answered, laughing. “Besides, we may chance to hit upon some other obvious facts which may have been by no means obvious to Mr. Lestrade. You know me too well to think that I am boasting when I say that I shall either confirm or destroy his theory by means which he is quite incapable of employing, or even of understanding. To take the first example to hand, I very clearly perceive that in your bedroom the window is upon the right-hand side, and yet I question whether Mr. Lestrade would have noted even so self-evident a thing as that.”",High
"“I see,” said I as I glanced down the column, “that the coroner in his concluding remarks was rather severe upon young McCarthy. He calls attention, and with reason, to the discrepancy about his father having signalled to him before seeing him, also to his refusal to give details of his conversation with his father, and his singular account of his father’s dying words. They are all, as he remarks, very much against the son.”",High
"“Oh, Mr. Sherlock Holmes!” she cried, glancing from one to the other of us, and finally, with a woman’s quick intuition, fastening upon my companion, “I am so glad that you have come. I have driven down to tell you so. I know that James didn’t do it. I know it, and I want you to start upon your work knowing it, too. Never let yourself doubt upon that point. We have known each other since we were little children, and I know his faults as no one else does; but he is too tender-hearted to hurt a fly. Such a charge is absurd to anyone who really knows him.”",High
"“Ah! who? I would call your attention very particularly to two points. One is that the murdered man had an appointment with someone at the pool, and that the someone could not have been his son, for his son was away, and he did not know when he would return. The second is that the murdered man was heard to cry ‘Cooee!’ before he knew that his son had returned. Those are the crucial points upon which the case depends. And now let us talk about George Meredith, if you please, and we shall leave all minor matters until to-morrow.”",High
"“Yes, that is it.” It was a widespread, comfortable-looking building, two-storied, slate-roofed, with great yellow blotches of lichen upon the grey walls. The drawn blinds and the smokeless chimneys, however, gave it a stricken look, as though the weight of this horror still lay heavy upon it. We called at the door, when the maid, at Holmes’ request, showed us the boots which her master wore at the time of his death, and also a pair of the son’s, though not the pair which he had then had. Having measured these very carefully from seven or eight different points, Holmes desired to be led to the court-yard, from which we all followed the winding track which led to Boscombe Pool.",High
"“Well, now, in considering this case there are two points about young McCarthy’s narrative which struck us both instantly, although they impressed me in his favour and you against him. One was the fact that his father should, according to his account, cry ‘Cooee!’ before seeing him. The other was his singular dying reference to a rat. He mumbled several words, you understand, but that was all that caught the son’s ear. Now from this double point our research must commence, and we will begin it by presuming that what the lad says is absolutely true.”",High
"The man who entered was a strange and impressive figure. His slow, limping step and bowed shoulders gave the appearance of decrepitude, and yet his hard, deep-lined, craggy features, and his enormous limbs showed that he was possessed of unusual strength of body and of character. His tangled beard, grizzled hair, and outstanding, drooping eyebrows combined to give an air of dignity and power to his appearance, but his face was of an ashen white, while his lips and the corners of his nostrils were tinged with a shade of blue. It was clear to me at a glance that he was in the grip of some deadly and chronic disease.",High
"“Well, down they came to the west country, there was no shaking them off, and there they have lived rent free on my best land ever since. There was no rest for me, no peace, no forgetfulness; turn where I would, there was his cunning, grinning face at my elbow. It grew worse as Alice grew up, for he soon saw I was more afraid of her knowing my past than of the police. Whatever he wanted he must have, and whatever it was I gave him without question, land, money, houses, until at last he asked a thing which I could not give. He asked for Alice.",High
"It seems that it was. She had the surest information that of late he had, when the fit was on him, made use of an opium den in the farthest east of the City. Hitherto his orgies had always been confined to one day, and he had come back, twitching and shattered, in the evening. But now the spell had been upon him eight-and-forty hours, and he lay there, doubtless among the dregs of the docks, breathing in the poison or sleeping off the effects. There he was to be found, she was sure of it, at the Bar of Gold, in Upper Swandam Lane. But what was she to do? How could she, a young and timid woman, make her way into such a place and pluck her husband out from among the ruffians who surrounded him?",High
"“I shall just have time to tell you the facts of the case before we get to Lee. It seems absurdly simple, and yet, somehow I can get nothing to go upon. There’s plenty of thread, no doubt, but I can’t get the end of it into my hand. Now, I’ll state the case clearly and concisely to you, Watson, and maybe you can see a spark where all is dark to me.”",High
"While Sherlock Holmes had been detailing this singular series of events, we had been whirling through the outskirts of the great town until the last straggling houses had been left behind, and we rattled along with a country hedge upon either side of us. Just as he finished, however, we drove through two scattered villages, where a few lights still glimmered in the windows.",High
"“I have seen too much not to know that the impression of a woman may be more valuable than the conclusion of an analytical reasoner. And in this letter you certainly have a very strong piece of evidence to corroborate your view. But if your husband is alive and able to write letters, why should he remain away from you?”",High
"We both put our eyes to the grating. The prisoner lay with his face towards us, in a very deep sleep, breathing slowly and heavily. He was a middle-sized man, coarsely clad as became his calling, with a coloured shirt protruding through the rent in his tattered coat. He was, as the inspector had said, extremely dirty, but the grime which covered his face could not conceal its repulsive ugliness. A broad wheal from an old scar ran right across it from eye to chin, and by its contraction had turned up one side of the upper lip, so that three teeth were exposed in a perpetual snarl. A shock of very bright red hair grew low over his eyes and forehead.",High
"“If you leave it to a court of law to clear the matter up,” said he, “of course you can hardly avoid publicity. On the other hand, if you convince the police authorities that there is no possible case against you, I do not know that there is any reason that the details should find their way into the papers. Inspector Bradstreet would, I am sure, make notes upon anything which you might tell us and submit it to the proper authorities. The case would then never go into court at all.”",High
"“No, no. No crime,” said Sherlock Holmes, laughing. “Only one of those whimsical little incidents which will happen when you have four million human beings all jostling each other within the space of a few square miles. Amid the action and reaction of so dense a swarm of humanity, every possible combination of events may be expected to take place, and many a little problem will be presented which may be striking and bizarre without being criminal. We have already had experience of such.”",High
"“He has, however, retained some degree of self-respect,” he continued, disregarding my remonstrance. “He is a man who leads a sedentary life, goes out little, is out of training entirely, is middle-aged, has grizzled hair which he has had cut within the last few days, and which he anoints with lime-cream. These are the more patent facts which are to be deduced from his hat. Also, by the way, that it is extremely improbable that he has gas laid on in his house.”",High
"I had been delayed at a case, and it was a little after half-past six when I found myself in Baker Street once more. As I approached the house I saw a tall man in a Scotch bonnet with a coat which was buttoned up to his chin waiting outside in the bright semicircle which was thrown from the fanlight. Just as I arrived the door was opened, and we were shown up together to Holmes’ room.",High
"We passed across Holborn, down Endell Street, and so through a zigzag of slums to Covent Garden Market. One of the largest stalls bore the name of Breckinridge upon it, and the proprietor a horsey-looking man, with a sharp face and trim side-whiskers was helping a boy to put up the shutters.",High
